timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum
9:17:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:19:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:21:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:23:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:25:14_1/3/2023,auto,30,70,1500,34.5,70,0,False,False,25,False
9:27:14_1/3/2023,auto,30,70,1500,34.5,70,0,False,False,25,False
9:29:14_1/3/2023,auto,30,70,1500,34.5,70,0,False,False,25,False
9:31:14_1/3/2023,auto,30,70,1500,34.5,70,0,False,False,25,False
9:33:14_1/3/2023,auto,30,70,1500,34.5,70,0,False,False,25,False
9:35:14_1/3/2023,auto,30,70,1500,34.5,70,0,False,False,25,False
9:37:14_1/3/2023,auto,30,70,1500,34.5,69,0,False,False,25,False
9:39:14_1/3/2023,auto,30,70,1500,34.5,69,0,False,False,25,False
9:41:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:43:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:45:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:47:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:49:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:51:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:53:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:55:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:57:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
9:59:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
10:1:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
10:3:14_1/3/2023,auto,30,70,1500,34.6,69,0,False,False,25,False
10:5:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:7:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:9:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:11:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:13:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:15:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:17:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
